0.0,0.000000e+00
0.5,-2.234398e+05
1.0,-3.585690e+05
1.5,-5.352091e+05
2.0,-7.240630e+05
2.5,-9.192654e+05
3.0,-1.077075e+06
3.5,-1.162450e+06
4.0,-1.164420e+06
4.5,-1.089583e+06
5.0,-9.521887e+05
5.5,-7.674006e+05
6.0,-5.486268e+05
6.5,-3.056823e+05
7.0,-4.534246e+04
7.5,2.279101e+05
8.0,5.112396e+05
8.5,8.029257e+05
9.0,1.101972e+06
9.5,1.407839e+06
10.0,1.720265e+06
10.5,2.039159e+06
11.0,2.364530e+06
11.5,2.696443e+06
12.0,3.035002e+06
12.5,3.380328e+06
13.0,3.732555e+06
13.5,4.091827e+06
14.0,4.458289e+06
14.5,4.832095e+06
15.0,5.213397e+06
15.5,5.602354e+06
16.0,5.999125e+06
16.5,6.403874e+06
17.0,6.816767e+06
17.5,7.237971e+06
18.0,7.667659e+06
18.5,8.106006e+06
19.0,8.553190e+06
19.5,9.009391e+06
20.0,9.474795e+06
20.5,9.640892e+06
21.0,9.722833e+06
21.5,9.856376e+06
22.0,9.983611e+06
22.5,1.009074e+07
23.0,1.022914e+07
23.5,1.032105e+07
24.0,1.042545e+07
24.5,1.048668e+07
25.0,1.061471e+07
25.5,1.069935e+07
26.0,1.081561e+07
26.5,1.088757e+07
27.0,1.097039e+07
27.5,1.108207e+07
28.0,1.123235e+07
28.5,1.139323e+07
29.0,1.150223e+07
29.5,1.159148e+07
30.0,1.170027e+07
30.5,1.180551e+07
31.0,1.194522e+07
31.5,1.212233e+07
32.0,1.223780e+07
32.5,1.244754e+07
33.0,1.255709e+07
33.5,1.270839e+07
34.0,1.287088e+07
34.5,1.302627e+07
35.0,1.316464e+07
35.5,1.332803e+07
36.0,1.354975e+07
36.5,1.368037e+07
37.0,1.382118e+07
37.5,1.394475e+07
38.0,1.410862e+07
38.5,1.428935e+07
39.0,1.444719e+07
39.5,1.458095e+07
40.0,1.472580e+07
40.5,1.485013e+07
41.0,1.511906e+07
41.5,1.534655e+07
42.0,1.554476e+07
42.5,1.568747e+07
43.0,1.584075e+07
43.5,1.598601e+07
44.0,1.613226e+07
44.5,1.634700e+07
45.0,1.646342e+07
45.5,1.661282e+07
46.0,1.688188e+07
46.5,1.704245e+07
47.0,1.716504e+07
47.5,1.735757e+07
48.0,1.752106e+07
48.5,1.764995e+07
49.0,1.784044e+07
49.5,1.797840e+07
50.0,1.811001e+07
50.5,1.825969e+07
51.0,1.845153e+07
51.5,1.860369e+07
52.0,1.875306e+07
52.5,1.888308e+07
53.0,1.905945e+07
53.5,1.920218e+07
54.0,1.936704e+07
54.5,1.951338e+07
55.0,1.971281e+07
55.5,1.982496e+07
56.0,1.994517e+07
56.5,2.005550e+07
57.0,2.017308e+07
57.5,2.032886e+07
58.0,2.049168e+07
58.5,2.059179e+07
59.0,2.072013e+07
59.5,2.084858e+07
60.0,2.102285e+07
60.5,2.113775e+07
61.0,2.125831e+07
61.5,2.136252e+07
62.0,2.148368e+07
62.5,2.162320e+07
63.0,2.173668e+07
63.5,2.186334e+07
64.0,2.198220e+07
64.5,2.211777e+07
65.0,2.223485e+07
65.5,2.235615e+07
66.0,2.247681e+07
66.5,2.258579e+07
67.0,2.271001e+07
67.5,2.281486e+07
68.0,2.296771e+07
68.5,2.307743e+07
69.0,2.320708e+07
69.5,2.331619e+07
70.0,2.349177e+07
70.5,2.364601e+07
71.0,2.374391e+07
71.5,2.391958e+07
72.0,2.404033e+07
